avg_interactions_with_support,owner_blocks_per_month,avg_income_last_12,avg_income_last_6,avg_review_score,number_of_reviews,bookings_per_month,weekends_booked_per_month,avg_nightly_rate,avg_length_of_stay,churn
0.6171628236568301,9.57755109187284,3814.028288141735,5426.26367372057,2.057209412189433,15.310481643119259,6.807387618255464,2.0009738606478757,112.44725436142394,2.25109559322886,0
0.8064552637823105,8.798974069717538,4206.4207759203255,4655.139391028833,2.6881842126077014,12.099859386290598,11.036336329058015,1.745106582665854,162.36441797147612,1.9632449054990861,0
0.7821389908282026,7.734795409383626,4552.123936942539,3851.0099518681395,2.607129969427342,12.34817657008008,9.001582046194512,1.961278640773969,362.21922791767054,2.2064384708707148,0
0.7184047753696542,8.326464873015109,2678.914523424656,3593.6316376750533,2.3946825845655137,13.332081764883316,6.15669242436533,2.1558835287704508,284.7103991229012,2.4253689698667578,0
0.4499307821894327,9.654206304565411,3152.9069709654004,4352.544162347121,1.4997692739647754,17.709455058820534,5.898278832086498,2.7156503202499067,219.07564384238347,3.055106610281145,0
0.5952872471212409,6.827002051502648,2775.434724917389,4757.0519002620895,1.9842908237374692,15.4607681297937,8.177065850407848,2.277102009043673,186.94984405126468,2.5617397601741323,0
0.6320777230090228,7.420711046503586,3813.9382417787347,6498.9510567748575,2.106925743363409,14.904689826820224,6.936406475735962,2.151498279516255,389.7854294414527,2.4204355644557873,0
0.3564797558696853,7.329031190452264,4366.822874787705,4199.757603152062,1.188265852898951,19.250343570932397,5.56192166840273,2.89128121562881,216.0079005750948,3.252691367582411,0
0.5745252412202161,6.531218027611897,5133.559712243118,4112.535303602037,1.9150841374007201,15.703790974298188,4.941698227905737,2.427050119734468,265.2546925385625,2.7304313847012764,0
0.5194182121848201,6.8228556164384235,4627.5736973782205,3039.52164055686,1.7313940406160673,16.66800942065893,8.10501538044214,2.4685464020026577,274.12934927362784,2.77711470225299,0
0.5668699005148448,7.605116077143659,4079.348988709176,4729.0129132293705,1.8895663350494825,15.886621393566289,6.825932397020472,2.3782158354355323,313.1467825041034,2.675492814864974,0
0.43701264540152907,4.5993458652226185,1446.353559150765,5582.851892610128,1.4567088180050969,18.135190450447368,7.257839073773884,2.502324300936284,240.22358752725572,2.815114838553319,0
